       sample #	   MLII	     V1
              0	    967	   1034
              1	    967	   1034
              2	    967	   1034
              3	    967	   1034
              4	    967	   1034
              5	    967	   1034
              6	    967	   1034
              7	    967	   1034
              8	    966	   1034
              9	    968	   1034
             10	    964	   1035
             11	    963	   1031
             12	    960	   1027
             13	    959	   1031
             14	    961	   1035
             15	    967	   1039
             16	    967	   1037
             17	    962	   1034
             18	    960	   1031
             19	    956	   1034
             20	    959	   1039
             21	    962	   1040
             22	    961	   1040
             23	    959	   1038
             24	    957	   1037
             25	    957	   1037
             26	    963	   1041
             27	    963	   1043
             28	    963	   1041
             29	    962	   1040
             30	    959	   1038
             31	    959	   1039
             32	    960	   1041
             33	    962	   1042
             34	    965	   1041
             35	    963	   1040
             36	    961	   1036
             37	    958	   1038
             38	    957	   1040
             39	    965	   1044
             40	    964	   1041
             41	    960	   1037
             42	    958	   1035
             43	    955	   1036
             44	    956	   1040
             45	    957	   1042
             46	    959	   1038
             47	    957	   1035
             48	    956	   1032
             49	    953	   1033
             50	    958	   1034
             51	    961	   1034
             52	    963	   1034
             53	    963	   1032
             54	    958	   1029
             55	    959	   1028
             56	    962	   1030
             57	    964	   1033
             58	    966	   1031
             59	    962	   1029
             60	    960	   1023
             61	    959	   1026
             62	    960	   1028
             63	    966	   1030
             64	    966	   1028
             65	    965	   1025
             66	    958	   1022
             67	    961	   1022
             68	    966	   1024
             69	    970	   1025
             70	    970	   1020
             71	    968	   1018
             72	    966	   1014
             73	    965	   1013
             74	    969	   1012
             75	    971	   1015
             76	    973	   1014
             77	    972	   1011
             78	    970	   1007
             79	    969	   1004
             80	    969	   1004
             81	    977	   1009
             82	    977	   1007
             83	    977	   1005
             84	    974	   1003
             85	    976	   1003
             86	    979	   1003
             87	    982	   1001
             88	    984	   1002
             89	    984	    999
             90	    985	    997
             91	    984	    995
             92	    989	    995
             93	    992	    999
             94	    993	    999
             95	    989	    997
             96	    994	    998
             97	    992	    998
             98	    996	   1002
             99	   1000	   1003
            100	   1002	   1001
            101	   1000	   1001
            102	    996	   1002
            103	    996	   1004
            104	    999	   1013
            105	   1002	   1017
            106	   1000	   1020
            107	    996	   1019
            108	    994	   1023
