       sample #	   MLII	     V1
              0	    868	    877
              1	    868	    877
              2	    868	    877
              3	    868	    877
              4	    868	    877
              5	    868	    877
              6	    868	    877
              7	    868	    886
              8	    868	    887
              9	    869	    881
             10	    873	    876
             11	    873	    877
             12	    875	    889
             13	    875	    892
             14	    871	    887
             15	    872	    874
             16	    875	    867
             17	    875	    870
             18	    872	    883
             19	    872	    897
             20	    874	    894
             21	    877	    883
             22	    883	    875
             23	    885	    868
             24	    886	    877
             25	    883	    885
             26	    879	    888
             27	    880	    882
             28	    884	    871
             29	    891	    870
             30	    895	    877
             31	    902	    889
             32	    905	    896
             33	    908	    890
             34	    914	    882
             35	    920	    880
             36	    917	    891
             37	    916	    902
             38	    914	    900
             39	    915	    891
             40	    917	    886
             41	    916	    887
             42	    915	    897
             43	    912	    906
             44	    909	    900
             45	    907	    891
             46	    908	    888
             47	    908	    892
             48	    906	    905
             49	    903	    908
             50	    903	    902
             51	    903	    885
             52	    902	    875
             53	    902	    876
             54	    895	    885
             55	    887	    892
             56	    886	    888
             57	    881	    884
             58	    884	    873
             59	    881	    872
             60	    877	    883
             61	    873	    886
             62	    866	    889
             63	    869	    875
             64	    865	    866
             65	    867	    870
             66	    865	    881
             67	    862	    892
             68	    868	    895
             69	    871	    884
             70	    873	    875
             71	    876	    872
             72	    876	    880
             73	    867	    886
             74	    859	    888
             75	    856	    876
             76	    846	    867
             77	    839	    864
             78	    832	    871
             79	    831	    883
             80	    834	    891
             81	    850	    892
             82	    878	    899
             83	    913	    913
             84	    955	    935
             85	    996	    949
             86	   1034	    952
             87	   1071	    943
             88	   1106	    940
             89	   1138	    940
             90	   1165	    943
             91	   1184	    939
             92	   1193	    916
             93	   1195	    885
             94	   1193	    852
             95	   1185	    839
             96	   1170	    846
             97	   1154	    861
             98	   1130	    877
             99	   1092	    891
            100	   1037	    905
            101	    972	    907
            102	    913	    904
            103	    875	    888
            104	    860	    874
            105	    861	    860
            106	    873	    861
            107	    884	    876
            108	    890	    889
            109	    890	    884
            110	    885	    878
            111	    876	    875
            112	    870	    871
            113	    856	    885
            114	    851	    892
            115	    852	    886
            116	    855	    882
            117	    860	    883
            118	    862	    894
            119	    858	    899
            120	    853	    901
            121	    853	    888
            122	    856	    880
            123	    855	    879
            124	    858	    888
            125	    856	    899
            126	    854	    900
            127	    856	    893
            128	    861	    886
            129	    864	    886
            130	    862	    899
            131	    860	    905
            132	    854	    903
            133	    852	    892
            134	    856	    881
            135	    858	    882
            136	    857	    893
            137	    856	    903
            138	    855	    903
            139	    857	    900
            140	    863	    890
            141	    864	    897
            142	    864	    901
            143	    863	    914
            144	    860	    914
            145	    858	    901
            146	    859	    892
            147	    862	    890
            148	    856	    898
            149	    851	    910
            150	    851	    914
            151	    853	    909
            152	    860	    901
            153	    864	    903
            154	    870	    917
            155	    867	    924
            156	    868	    925
            157	    865	    919
            158	    866	    906
            159	    866	    905
            160	    864	    914
            161	    860	    920
            162	    860	    923
            163	    864	    915
            164	    871	    909
            165	    881	    911
            166	    878	    927
            167	    876	    934
            168	    873	    931
            169	    871	    920
            170	    870	    903
            171	    873	    899
            172	    871	    909
            173	    871	    917
            174	    872	    920
            175	    872	    914
            176	    876	    905
            177	    880	    903
            178	    881	    909
            179	    879	    917
            180	    879	    915
            181	    880	    904
            182	    880	    892
            183	    881	    894
            184	    877	    898
            185	    876	    904
            186	    873	    898
            187	    877	    891
            188	    879	    883
            189	    880	    890
            190	    880	    900
            191	    873	    905
            192	    870	    892
            193	    870	    879
            194	    876	    874
            195	    876	    880
            196	    877	    890
            197	    873	    891
            198	    872	    887
            199	    872	    875
            200	    871	    874
            201	    875	    878
            202	    878	    893
            203	    874	    894
            204	    876	    886
            205	    876	    874
            206	    875	    869
            207	    880	    876
            208	    872	    883
            209	    867	    885
            210	    868	    880
            211	    867	    870
            212	    873	    870
            213	    874	    879
            214	    873	    893
            215	    870	    893
            216	    868	    885
            217	    870	    868
            218	    871	    861
            219	    869	    868
            220	    865	    878
            221	    863	    886
            222	    858	    879
            223	    860	    872
            224	    864	    868
            225	    867	    877
            226	    867	    884
            227	    864	    890
            228	    863	    881
            229	    862	    871
            230	    859	    864
            231	    859	    872
            232	    854	    880
            233	    850	    880
            234	    848	    872
            235	    852	    865
            236	    854	    864
            237	    856	    878
            238	    857	    888
            239	    853	    889
            240	    853	    878
            241	    854	    869
            242	    856	    865
            243	    855	    870
            244	    853	    879
            245	    851	    884
            246	    851	    874
            247	    856	    864
            248	    859	    867
            249	    860	    876
            250	    862	    885
            251	    860	    886
            252	    862	    873
            253	    869	    864
            254	    866	    867
            255	    867	    874
            256	    864	    881
            257	    861	    878
            258	    866	    868
            259	    873	    863
            260	    880	    867
            261	    882	    880
            262	    887	    886
            263	    886	    887
            264	    890	    874
            265	    893	    864
            266	    899	    869
            267	    902	    880
            268	    898	    889
            269	    898	    888
            270	    897	    882
            271	    898	    876
            272	    902	    878
            273	    903	    889
            274	    901	    903
            275	    899	    901
            276	    899	    888
            277	    896	    879
            278	    898	    875
            279	    893	    881
            280	    891	    891
            281	    886	    893
            282	    887	    885
            283	    887	    875
            284	    889	    872
            285	    888	    878
            286	    883	    891
            287	    876	    891
