       sample #	   MLII	     V1
              0	   1008	   1051
              1	   1008	   1051
              2	   1008	   1051
              3	   1008	   1051
              4	   1008	   1051
              5	   1008	   1051
              6	   1008	   1051
              7	   1008	   1051
              8	   1009	   1051
              9	   1009	   1053
             10	   1006	   1055
             11	   1011	   1059
             12	   1013	   1060
             13	   1014	   1059
             14	   1014	   1057
             15	   1011	   1053
             16	   1010	   1053
             17	   1009	   1054
             18	   1008	   1054
             19	   1008	   1054
             20	   1007	   1054
             21	   1007	   1055
             22	   1005	   1055
             23	   1009	   1058
             24	   1010	   1059
             25	   1011	   1058
             26	   1012	   1053
             27	   1010	   1052
             28	   1009	   1051
             29	   1009	   1054
             30	   1008	   1055
             31	   1009	   1053
             32	   1010	   1052
             33	   1012	   1053
             34	   1011	   1058
             35	   1013	   1061
             36	   1013	   1058
             37	   1014	   1058
             38	   1014	   1054
             39	   1014	   1052
             40	   1012	   1051
             41	   1011	   1053
             42	   1011	   1053
             43	   1008	   1053
             44	   1011	   1054
             45	   1011	   1052
             46	   1012	   1056
             47	   1013	   1058
             48	   1013	   1058
             49	   1014	   1058
             50	   1014	   1052
             51	   1011	   1052
             52	   1011	   1050
             53	   1012	   1054
             54	   1014	   1055
             55	   1014	   1053
             56	   1015	   1054
             57	   1015	   1052
             58	   1014	   1054
             59	   1014	   1058
             60	   1014	   1059
             61	   1015	   1057
             62	   1013	   1055
             63	   1014	   1052
             64	   1011	   1052
             65	   1008	   1052
             66	   1008	   1054
             67	   1011	   1054
             68	   1012	   1055
             69	   1013	   1056
             70	   1014	   1059
             71	   1014	   1063
             72	   1017	   1062
             73	   1020	   1061
             74	   1021	   1059
             75	   1020	   1059
             76	   1021	   1060
             77	   1022	   1067
             78	   1025	   1063
             79	   1027	   1063
             80	   1029	   1062
             81	   1031	   1063
             82	   1036	   1065
             83	   1039	   1070
             84	   1042	   1068
             85	   1047	   1064
             86	   1051	   1060
             87	   1050	   1058
             88	   1049	   1055
             89	   1045	   1057
             90	   1043	   1057
             91	   1045	   1056
             92	   1043	   1055
             93	   1044	   1055
             94	   1045	   1059
             95	   1045	   1057
             96	   1041	   1057
             97	   1038	   1051
             98	   1033	   1044
             99	   1026	   1045
            100	   1020	   1049
            101	   1014	   1049
            102	   1010	   1051
            103	   1006	   1051
            104	   1005	   1051
            105	   1008	   1048
            106	   1008	   1051
            107	   1009	   1053
            108	   1007	   1053
            109	   1006	   1051
            110	   1005	   1047
            111	   1002	   1047
            112	   1000	   1047
            113	    999	   1050
            114	    997	   1051
            115	    997	   1048
            116	    996	   1048
            117	    999	   1046
            118	    999	   1050
            119	   1001	   1051
            120	    998	   1052
            121	   1000	   1045
            122	    999	   1042
            123	    996	   1041
            124	    993	   1043
            125	    997	   1046
            126	   1010	   1044
            127	   1029	   1041
            128	   1062	   1040
            129	   1103	   1039
            130	   1151	   1041
            131	   1204	   1048
            132	   1260	   1061
