       sample #	   MLII	     V1
              0	   1068	   1061
              1	   1068	   1061
              2	   1068	   1061
              3	   1068	   1061
              4	   1068	   1061
              5	   1068	   1061
              6	   1068	   1061
              7	   1068	   1061
              8	   1068	   1061
              9	   1062	   1057
             10	   1058	   1061
             11	   1052	   1063
             12	   1053	   1069
             13	   1049	   1067
             14	   1046	   1062
             15	   1038	   1064
             16	   1029	   1065
             17	   1026	   1068
             18	   1025	   1071
             19	   1024	   1072
             20	   1018	   1067
             21	   1014	   1065
             22	   1008	   1069
             23	   1008	   1072
             24	   1008	   1075
             25	   1007	   1073
             26	   1002	   1073
             27	    995	   1070
             28	    992	   1070
             29	    996	   1074
             30	    998	   1076
             31	    998	   1074
             32	    996	   1069
             33	    993	   1068
             34	    988	   1069
             35	    989	   1071
             36	    992	   1073
             37	    993	   1073
             38	    990	   1073
             39	    991	   1069
             40	    990	   1069
             41	    992	   1074
             42	    994	   1076
             43	    991	   1078
             44	    990	   1073
             45	    987	   1070
             46	    986	   1071
             47	    991	   1074
             48	    993	   1076
             49	    993	   1076
             50	    993	   1072
             51	    993	   1073
             52	    992	   1073
             53	    995	   1079
             54	   1001	   1083
             55	   1002	   1080
             56	   1002	   1076
             57	    998	   1074
             58	    998	   1078
             59	    999	   1079
             60	   1006	   1082
             61	   1010	   1077
             62	   1010	   1074
             63	   1010	   1074
             64	   1009	   1074
             65	   1010	   1075
             66	   1005	   1074
             67	   1000	   1069
             68	    998	   1065
             69	    998	   1068
             70	    996	   1068
             71	    998	   1069
             72	    998	   1069
             73	    994	   1069
             74	    993	   1067
             75	    992	   1065
             76	    993	   1066
             77	    998	   1073
             78	   1001	   1074
             79	    993	   1074
             80	    989	   1071
             81	    984	   1068
             82	    985	   1071
             83	    989	   1071
             84	    991	   1070
             85	    986	   1071
             86	    984	   1070
             87	    983	   1066
             88	    984	   1070
             89	    988	   1071
             90	    991	   1071
             91	    991	   1074
             92	    989	   1071
             93	    986	   1069
             94	    989	   1070
             95	    989	   1076
             96	    989	   1077
             97	    988	   1076
             98	    987	   1071
             99	    987	   1068
            100	    989	   1071
            101	    988	   1072
            102	    990	   1074
            103	    991	   1072
            104	    989	   1071
            105	    989	   1071
            106	    987	   1073
            107	    988	   1073
            108	    995	   1075
            109	    990	   1071
            110	    986	   1064
            111	    981	   1065
            112	    981	   1068
            113	    984	   1075
            114	    987	   1077
            115	    986	   1080
            116	    986	   1081
            117	    994	   1078
            118	   1019	   1076
