       sample #	   MLII	     V1
              0	    955	    992
              1	    955	    992
              2	    955	    992
              3	    955	    992
              4	    955	    992
              5	    955	    992
              6	    955	    992
              7	    955	    992
              8	    958	    994
              9	    960	    995
             10	    960	    990
             11	    959	    988
             12	    958	    990
             13	    959	    994
             14	    961	    992
             15	    963	    990
             16	    964	    987
             17	    961	    985
             18	    960	    987
             19	    961	    987
             20	    964	    989
             21	    966	    984
             22	    966	    986
             23	    965	    983
             24	    966	    985
             25	    965	    989
             26	    967	    989
             27	    973	    986
             28	    978	    984
             29	    984	    981
             30	    985	    982
             31	    992	    982
             32	    992	    986
             33	    991	    980
             34	    984	    979
             35	    984	    975
             36	    982	    977
             37	    982	    981
             38	    983	    979
             39	    982	    977
             40	    982	    976
             41	    980	    975
             42	    974	    979
             43	    974	    981
             44	    974	    983
             45	    972	    983
             46	    971	    983
             47	    969	    985
             48	    963	    986
             49	    960	    989
             50	    958	    988
             51	    960	    988
             52	    960	    984
             53	    961	    984
             54	    956	    987
             55	    954	    988
             56	    957	    989
             57	    960	    984
             58	    962	    984
             59	    957	    983
             60	    955	    983
             61	    954	    984
             62	    954	    985
             63	    953	    981
             64	    954	    981
             65	    954	    980
             66	    950	    981
             67	    952	    980
             68	    955	    980
             69	    959	    980
             70	    959	    980
             71	    957	    978
             72	    950	    975
             73	    944	    977
             74	    944	    978
             75	    945	    978
             76	    954	    976
             77	    982	    976
             78	   1022	    976
             79	   1073	    975
             80	   1130	    974
             81	   1194	    967
             82	   1241	    961
             83	   1237	    949
             84	   1187	    944
             85	   1120	    942
             86	   1066	    951
             87	   1022	    965
             88	    995	    978
             89	    987	    984
             90	    976	    984
             91	    967	    981
             92	    967	    983
             93	    967	    985
             94	    966	    988
             95	    964	    986
             96	    957	    984
             97	    952	    984
             98	    952	    987
             99	    947	    988
            100	    945	    985
            101	    941	    982
            102	    938	    978
            103	    937	    979
            104	    943	    984
            105	    942	    983
            106	    943	    982
            107	    941	    979
            108	    936	    979
            109	    938	    982
            110	    941	    986
            111	    940	    986
            112	    941	    979
            113	    940	    978
            114	    938	    975
            115	    936	    977
            116	    939	    979
            117	    941	    979
            118	    939	    976
            119	    938	    974
            120	    939	    974
            121	    941	    978
            122	    940	    980
            123	    941	    978
            124	    940	    977
            125	    940	    976
            126	    937	    979
            127	    941	    982
            128	    941	    984
            129	    944	    987
            130	    945	    986
            131	    942	    982
            132	    939	    985
            133	    941	    988
            134	    943	    989
            135	    945	    988
            136	    944	    985
            137	    942	    984
            138	    940	    987
            139	    942	    985
            140	    945	    985
            141	    948	    982
            142	    946	    981
            143	    944	    980
            144	    941	    982
            145	    940	    983
            146	    947	    982
            147	    949	    980
            148	    948	    983
            149	    949	    981
            150	    951	    982
            151	    954	    982
            152	    954	    981
            153	    954	    980
            154	    956	    977
            155	    954	    975
            156	    954	    974
            157	    959	    973
            158	    960	    976
            159	    962	    974
            160	    962	    975
            161	    962	    976
            162	    963	    976
            163	    967	    974
            164	    970	    976
            165	    971	    975
            166	    971	    978
            167	    973	    977
            168	    976	    978
            169	    980	    979
            170	    982	    982
            171	    983	    983
            172	    986	    983
            173	    989	    984
            174	    989	    983
            175	    991	    982
            176	    993	    984
            177	    995	    984
            178	    998	    984
            179	    999	    981
            180	    997	    979
            181	    999	    979
            182	   1002	    981
            183	   1006	    981
            184	   1003	    979
            185	   1000	    976
            186	   1000	    972
            187	   1000	    973
            188	   1002	    977
            189	   1002	    978
            190	    998	    978
            191	    992	    975
            192	    991	    973
            193	    990	    976
            194	    990	    979
            195	    988	    981
            196	    983	    977
            197	    979	    972
            198	    977	    971
            199	    975	    974
            200	    974	    976
            201	    973	    977
            202	    971	    977
            203	    969	    974
            204	    967	    972
            205	    965	    975
            206	    966	    981
            207	    963	    981
            208	    961	    979
            209	    958	    974
            210	    956	    979
            211	    959	    980
            212	    959	    986
            213	    961	    987
            214	    962	    987
            215	    957	    984
            216	    953	    983
            217	    953	    986
            218	    951	    989
            219	    955	    989
            220	    955	    986
            221	    958	    983
            222	    954	    983
            223	    953	    987
            224	    956	    988
            225	    955	    985
            226	    955	    982
            227	    954	    979
            228	    954	    979
            229	    954	    984
            230	    955	    986
            231	    958	    983
            232	    956	    981
            233	    954	    980
            234	    952	    982
            235	    954	    986
            236	    956	    986
            237	    958	    981
            238	    960	    977
            239	    959	    977
            240	    960	    977
            241	    959	    983
            242	    960	    983
            243	    961	    979
            244	    959	    978
            245	    955	    976
            246	    954	    977
            247	    958	    981
            248	    960	    984
            249	    963	    980
            250	    963	    982
            251	    964	    980
            252	    960	    982
            253	    959	    985
            254	    959	    987
            255	    963	    987
            256	    966	    987
            257	    963	    984
            258	    960	    986
            259	    959	    989
            260	    959	    990
            261	    962	    987
            262	    962	    988
            263	    962	    987
            264	    959	    986
            265	    962	    989
            266	    962	    989
            267	    961	    987
            268	    962	    985
            269	    960	    982
            270	    958	    984
            271	    960	    984
            272	    961	    985
            273	    961	    981
            274	    961	    981
            275	    956	    982
            276	    956	    982
            277	    959	    984
            278	    962	    984
            279	    963	    984
            280	    960	    983
            281	    960	    980
            282	    958	    979
            283	    958	    976
            284	    957	    976
            285	    960	    977
            286	    960	    976
            287	    958	    975
            288	    956	    975
            289	    955	    977
            290	    957	    979
            291	    960	    977
            292	    958	    977
            293	    959	    979
            294	    960	    980
            295	    959	    982
            296	    959	    983
            297	    961	    982
            298	    961	    987
            299	    960	    985
            300	    957	    985
            301	    957	    986
            302	    959	    988
            303	    960	    988
            304	    958	    991
            305	    956	    988
            306	    954	    986
            307	    958	    986
            308	    957	    987
            309	    959	    984
            310	    962	    983
            311	    956	    983
            312	    953	    980
            313	    957	    982
            314	    960	    981
            315	    963	    983
            316	    962	    982
            317	    961	    984
            318	    960	    982
            319	    954	    979
            320	    961	    984
            321	    960	    985
            322	    960	    983
            323	    960	    981
            324	    960	    980
            325	    960	    974
            326	    962	    980
            327	    962	    979
            328	    961	    977
            329	    961	    979
            330	    962	    978
            331	    965	    979
            332	    968	    979
            333	    968	    977
            334	    966	    978
            335	    965	    979
            336	    965	    977
            337	    967	    980
            338	    969	    981
            339	    976	    982
            340	    980	    983
            341	    981	    983
            342	    981	    987
            343	    989	    988
            344	    995	    988
            345	    996	    987
            346	    994	    989
            347	    987	    987
            348	    982	    986
            349	    981	    987
            350	    981	    986
            351	    983	    986
            352	    982	    984
            353	    981	    984
            354	    977	    981
            355	    973	    982
            356	    974	    983
            357	    974	    981
            358	    976	    982
            359	    973	    979
