       sample #	   MLII	     V4
              0	    824	    887
              1	    824	    887
              2	    824	    887
              3	    824	    887
              4	    824	    887
              5	    824	    887
              6	    824	    887
              7	    827	    888
              8	    830	    888
              9	    830	    885
             10	    830	    885
             11	    830	    885
             12	    828	    883
             13	    829	    883
             14	    829	    885
             15	    827	    886
             16	    828	    886
             17	    830	    890
             18	    829	    889
             19	    833	    891
             20	    835	    889
             21	    834	    889
             22	    831	    888
             23	    834	    888
             24	    833	    887
             25	    832	    886
             26	    832	    886
             27	    831	    888
             28	    830	    890
             29	    831	    891
             30	    834	    892
             31	    834	    894
             32	    839	    893
             33	    838	    892
             34	    836	    892
             35	    837	    891
             36	    836	    891
             37	    834	    890
             38	    831	    889
             39	    832	    889
             40	    834	    891
             41	    833	    892
             42	    836	    893
             43	    835	    894
             44	    839	    892
             45	    839	    892
             46	    838	    891
             47	    838	    888
             48	    837	    889
             49	    835	    889
             50	    834	    889
             51	    834	    889
             52	    835	    892
             53	    836	    892
             54	    837	    893
             55	    840	    893
             56	    840	    896
             57	    840	    894
             58	    841	    895
             59	    841	    893
             60	    840	    892
             61	    840	    886
             62	    838	    889
             63	    838	    889
             64	    834	    891
             65	    833	    892
             66	    838	    894
             67	    841	    895
             68	    843	    896
             69	    844	    894
             70	    842	    893
             71	    840	    893
             72	    839	    892
             73	    839	    888
             74	    839	    886
             75	    840	    888
             76	    838	    887
             77	    837	    890
             78	    840	    893
             79	    843	    897
             80	    843	    896
             81	    845	    896
             82	    844	    893
             83	    843	    889
             84	    841	    886
             85	    840	    884
             86	    842	    888
             87	    840	    889
             88	    839	    889
             89	    842	    893
             90	    841	    894
             91	    844	    895
             92	    845	    897
             93	    844	    894
             94	    844	    892
             95	    843	    890
             96	    842	    889
             97	    842	    888
             98	    840	    889
             99	    840	    893
            100	    840	    892
            101	    840	    893
            102	    842	    895
            103	    840	    893
            104	    844	    896
            105	    845	    892
            106	    844	    891
            107	    843	    890
            108	    841	    888
            109	    842	    890
            110	    840	    888
            111	    839	    889
            112	    837	    890
            113	    842	    893
            114	    843	    892
            115	    843	    893
            116	    845	    893
            117	    845	    892
            118	    845	    889
            119	    844	    890
            120	    842	    889
            121	    843	    887
            122	    841	    889
            123	    840	    888
            124	    841	    887
            125	    842	    890
            126	    840	    891
            127	    844	    892
            128	    846	    892
            129	    845	    891
            130	    845	    893
            131	    845	    891
            132	    843	    891
            133	    842	    888
            134	    841	    887
            135	    842	    888
            136	    841	    888
            137	    840	    892
            138	    844	    893
            139	    844	    894
            140	    845	    894
            141	    847	    891
            142	    845	    892
            143	    844	    889
            144	    844	    888
            145	    843	    888
            146	    841	    886
            147	    840	    888
            148	    840	    890
            149	    842	    890
            150	    843	    892
            151	    844	    893
            152	    845	    893
            153	    847	    895
            154	    846	    892
            155	    847	    890
            156	    847	    887
            157	    846	    888
            158	    844	    888
            159	    846	    889
            160	    845	    886
            161	    847	    889
            162	    850	    890
            163	    848	    890
            164	    851	    894
            165	    850	    890
            166	    850	    892
            167	    850	    888
            168	    851	    887
            169	    852	    887
            170	    854	    887
            171	    854	    889
            172	    857	    888
            173	    860	    891
            174	    860	    892
            175	    862	    895
            176	    862	    896
            177	    861	    894
            178	    858	    896
            179	    857	    891
            180	    854	    891
            181	    851	    891
            182	    851	    893
            183	    850	    893
            184	    850	    894
            185	    851	    896
            186	    850	    897
            187	    852	    896
            188	    855	    900
            189	    858	    903
            190	    860	    903
            191	    861	    901
            192	    861	    903
            193	    860	    901
            194	    859	    900
            195	    856	    898
            196	    855	    896
            197	    853	    896
            198	    849	    898
            199	    848	    899
            200	    848	    897
            201	    845	    895
            202	    842	    890
            203	    840	    889
            204	    838	    887
            205	    837	    886
            206	    839	    886
            207	    839	    885
            208	    838	    888
            209	    840	    891
            210	    842	    890
            211	    842	    891
            212	    843	    888
            213	    842	    886
            214	    837	    877
            215	    837	    874
            216	    837	    875
            217	    841	    886
            218	    854	    901
            219	    874	    928
            220	    893	    952
            221	    910	    970
            222	    924	    975
            223	    931	    972
            224	    935	    955
            225	    925	    921
            226	    902	    868
            227	    874	    811
            228	    840	    758
            229	    821	    725
            230	    821	    717
            231	    842	    733
            232	    880	    764
            233	    929	    803
            234	    982	    840
            235	   1031	    871
            236	   1076	    897
            237	   1122	    915
            238	   1162	    926
            239	   1200	    929
            240	   1229	    931
            241	   1250	    932
            242	   1262	    929
            243	   1263	    921
            244	   1257	    908
            245	   1241	    897
            246	   1218	    890
            247	   1187	    886
